,,,,,Total Summed Signal to Noise,,,,,,,,,,,,,,,,,,,
sp|P98086|C1QA_MOUSE,C1qa,C1QA_MOUSE Complement C1q subcomponent subunit A,6,3,5881.78,8062.27,2308.84,1181.82,4907.25,3763.88,11343.6,14717.4,7706.81,3650.35,847.67,678.502,404.269,1228.79,839.809,617.832,1102.06,1228.95,339.699,928.324
sp|P99024|TBB5_MOUSE,Tubb5,TBB5_MOUSE Tubulin beta-5 chain,2,0,356.837,842.386,322.12,435.68,245.97,205.291,238.39,612.604,329.475,446.413,0,0,0,0,0,0,0,0,0,0
sp|P99027|RLA2_MOUSE,Rplp2,RLA2_MOUSE 60S acidic ribosomal protein P2,1,3,200.636,286.984,264.08,205.77,255.448,144.733,213.008,288.325,193.62,214.726,244.566,223.038,193.289,260.264,276.236,238.678,288.096,314.617,411.664,243.917
sp|Q01149|CO1A2_MOUSE,Col1a2,CO1A2_MOUSE Collagen alpha-2(I) chain,1,0,589.648,646.185,720.296,285.993,901.054,756.717,627.791,674.538,1199.3,500.41,0,0,0,0,0,0,0,0,0,0
sp|Q01279|EGFR_MOUSE,Egfr,EGFR_MOUSE Epidermal growth factor receptor,10,3,3006.12,1815.38,2135.17,4573.3,2090.61,1895.88,1700.08,1821.91,1635.63,1829.61,859.275,781.999,764.848,956.943,834.531,706.237,636.472,625.66,439.606,729.298
sp|Q01320|TOP2A_MOUSE,Top2a,TOP2A_MOUSE DNA topoisomerase 2-alpha,0,2,0,0,0,0,0,0,0,0,0,0,50.5994,365.825,151.602,295.075,536.659,482.942,318.296,534.982,451.522,497.997
sp|Q01853|TERA_MOUSE,Vcp,TERA_MOUSE Transitional endoplasmic reticulum ATPase,5,11,1271.11,2034.68,2203.46,556.444,1269.85,1406.6,1225.7,1622.8,1672.09,2956.47,747.079,954.487,1380.24,1260.43,1366.85,1066.1,1499.33,1469.54,2046.31,6113.15
sp|Q02013|AQP1_MOUSE,Aqp1,AQP1_MOUSE Aquaporin-1,1,0,250.152,132.843,133.045,520.816,167.836,137.108,119.64,141.575,96.1047,77.7605,0,0,0,0,0,0,0,0,0,0
sp|Q02105|C1QC_MOUSE,C1qc,C1QC_MOUSE Complement C1q subcomponent subunit C,5,2,2258.6,3467.59,837.234,731.536,1756.68,1303.61,7192.11,4724.05,3015.08,1506.71,91.0157,82.3355,59.1356,137.573,128.742,89.7548,143.585,193.312,46.345,136.423
sp|Q02248|CTNB1_MOUSE,Ctnnb1,CTNB1_MOUSE Catenin beta-1,1,0,120.751,425.554,126.76,111.11,117.386,76.2199,79.6704,170.218,131.101,100.425,0,0,0,0,0,0,0,0,0,0
sp|Q03265|ATPA_MOUSE,Atp5a1,"ATPA_MOUSE ATP synthase subunit alpha, mitochondrial",9,10,2991.69,5907.6,6211.36,1702.88,3328.6,3010.7,3405.14,2779.29,3111.72,3028.99,840.795,1403.6,1216.59,1546,2320.54,1712.06,1439.73,2341.72,1338.02,5013.81
sp|Q05421|CP2E1_MOUSE,Cyp2e1,CP2E1_MOUSE Cytochrome P450 2E1,13,5,6954.53,6352.15,10225.4,3469.82,9083.72,6439.59,7841.69,5448.28,7197.78,7767.37,579.067,574.479,418.24,966.051,507.462,599.692,649.809,674.043,310.196,736.177
sp|Q05D44|IF2P_MOUSE,Eif5b,IF2P_MOUSE Eukaryotic translation initiation factor 5B,2,0,1189.1,1564.02,1238.1,686.983,1579.69,1520.12,1575.41,1622.73,788.032,940.875,0,0,0,0,0,0,0,0,0,0
sp|Q06890|CLUS_MOUSE,Clu,CLUS_MOUSE Clusterin,0,1,0,0,0,0,0,0,0,0,0,0,47.7635,48.5463,37.382,75.8524,53.7235,30.6631,28.6074,35.3919,43.5971,49.4511
sp|Q3THE2|ML12B_MOUSE,Myl12b,ML12B_MOUSE Myosin regulatory light chain 12B,10,4,2938.51,851.353,1265.97,5160.22,1440.88,1849,1009.49,1438.84,857.232,846.159,515.704,645.667,884.692,805.732,497.18,777.76,645.996,787.912,147.763,171.146
sp|Q3U1J4|DDB1_MOUSE,Ddb1,DDB1_MOUSE DNA damage-binding protein 1,0,1,0,0,0,0,0,0,0,0,0,0,92.0999,39.4212,55.1869,63.3991,93.2614,62.8632,78.2293,97.6158,194.536,140.006
sp|Q3UIR3|DTX3L_MOUSE,Dtx3l,DTX3L_MOUSE E3 ubiquitin-protein ligase DTX3L,2,1,465.637,533.372,656.15,521.49,557.233,602.889,413.535,587.091,512.194,310.042,148.301,174.088,180.731,130.014,246.702,261.58,307.275,115.041,45.4798,49.6193
sp|Q3UJB9|EDC4_MOUSE,Edc4,EDC4_MOUSE Enhancer of mRNA-decapping protein 4,3,3,496.495,523.579,545.306,593.159,453.497,551.666,407.197,538.208,457.51,406.573,428.866,438.97,525.143,385.178,535.674,644.062,361.724,417.964,205.569,1407.84
sp|Q3ULA2|FBW1A_MOUSE,Btrc,FBW1A_MOUSE F-box/WD repeat-containing protein 1A,1,0,89.2742,141.857,152.116,94.9857,132.769,135.232,239.971,160.558,152.982,99.2747,0,0,0,0,0,0,0,0,0,0
sp|Q3UQ44|IQGA2_MOUSE,Iqgap2,IQGA2_MOUSE Ras GTPase-activating-like protein IQGAP2,11,7,2994.18,1672.41,1719.1,4677.56,1837.99,2242.72,1572.38,1668.01,1331.43,1836.42,1183.29,1169.43,1045.74,1265.45,1134.83,1137.73,1029.34,1174.27,361.365,513.059
sp|Q3UQN2|FCHO2_MOUSE,Fcho2,FCHO2_MOUSE FCH domain only protein 2,6,1,1792.93,644.82,794.33,3231.06,1441.33,1731.7,765.225,1072.62,1059.23,1065.69,181.135,222.471,378.137,209.032,203.184,466.586,160.42,120.099,38.6454,82.76
sp|Q4LDG0|S27A5_MOUSE,Slc27a5,S27A5_MOUSE Bile acyl-CoA synthetase,14,11,7050.52,5125.98,6881.13,7220.5,5296.58,4285.12,4567.7,4777.8,4240.94,4928.39,2593.99,3854.37,2433.52,3558.33,2868.48,3169.76,5203.9,3498.61,2232.85,2386.96
sp|Q5F2E7|NUFP2_MOUSE,Nufip2,NUFP2_MOUSE Nuclear fragile X mental retardation-interacting protein 2,1,0,229.337,72.4425,40.488,51.747,39.4771,82.5162,157.339,52.1182,110.047,143.091,0,0,0,0,0,0,0,0,0,0
sp|Q5FW60|MUP20_MOUSE,Mup20,MUP20_MOUSE Major urinary protein 20,1,0,102.027,69.4439,197.369,68.1128,122.704,145.492,114.459,946.531,100.803,140.194,0,0,0,0,0,0,0,0,0,0
sp|Q5SYD0|MYO1D_MOUSE,Myo1d,MYO1D_MOUSE Unconventional myosin-Id,14,6,4628.19,1432.25,1354,9247.52,1624.25,2005.03,1066.4,1908.77,1117.21,1244.51,542.174,641.794,908.257,606.532,565.274,736.676,489.551,483.646,445.791,481.775
sp|Q5YD48|A1CF_MOUSE,A1cf,A1CF_MOUSE APOBEC1 complementation factor,1,0,349.841,215.515,359.844,180.437,299.664,376.62,335.316,255.902,298.604,543.611,0,0,0,0,0,0,0,0,0,0
sp|Q60598|SRC8_MOUSE,Cttn,SRC8_MOUSE Src substrate cortactin,3,0,629.582,227.757,185.9,1259.85,235.81,410.653,206.763,363.007,212.931,224.263,0,0,0,0,0,0,0,0,0,0
sp|Q60605|MYL6_MOUSE,Myl6,MYL6_MOUSE Myosin light polypeptide 6,7,6,1880.73,528.184,295.892,5062.88,713.52,900.03,447.586,858.924,282.35,378.576,1697.38,1832.74,2472.46,1375.95,1194.61,2387.75,2091.93,2120.62,603.109,392.15
sp|Q60779|GAS8_MOUSE,Gas8,GAS8_MOUSE Growth arrest-specific protein 8,0,3,0,0,0,0,0,0,0,0,0,0,123.937,596.23,290.54,616.318,1310.71,783.221,637.476,1014.23,771.128,1490.36
sp|Q60865|CAPR1_MOUSE,Caprin1,CAPR1_MOUSE Caprin-1,6,3,2396.66,1546.43,1641.39,2676.18,2047.15,2658.39,2402.82,2174.94,3009.66,2221.17,468.134,504.279,338.02,386.656,642.35,933.467,464.231,316.371,339.666,583.221
sp|Q60902|EP15R_MOUSE,Eps15l1,EP15R_MOUSE Epidermal growth factor receptor substrate 15-like 1,6,1,1512.76,569.506,930.425,2226.94,769.629,980.842,898.154,1183.06,767.799,7186.12,45.6384,53.0544,95.2119,64.2411,44.5765,83.0799,34.0262,24.9508,12.5831,20.2184
sp|Q61140|BCAR1_MOUSE,Bcar1,BCAR1_MOUSE Breast cancer anti-estrogen resistance protein 1,3,1,960.281,1367.27,1498.71,377.278,1866.96,1218.66,1111.28,824.605,1162.68,1304.35,90.4106,85.0879,85.4709,165.226,137.355,106.2,85.7425,90.0138,83.536,125.339
sp|Q61171|PRDX2_MOUSE,Prdx2,PRDX2_MOUSE Peroxiredoxin-2,1,1,191.825,566.743,186.755,48.5202,176.464,242.835,629.799,554.351,356.595,438.693,112.326,110.118,163.229,117.407,136.522,87.269,76.6798,148.4,285.525,531.845
sp|Q61176|ARGI1_MOUSE,Arg1,ARGI1_MOUSE Arginase-1,4,3,1340.65,636.962,1333.93,1305.2,1370.45,801.592,969.481,799.746,1209.29,1667.89,352.1,279.274,233.973,501.114,188.334,239.969,324.242,243.2,328.144,383.72
sp|Q61194|P3C2A_MOUSE,Pik3c2a,P3C2A_MOUSE Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit alpha,42,24,12098.5,2936.64,3255.87,25026.8,4438.94,6456.9,3242.98,4352.74,2677.29,3350.42,4575.95,4259.75,6252.39,3762.53,3433.2,4711.8,2376.84,2111.56,1480.57,1814.33
sp|Q61233|PLSL_MOUSE,Lcp1,PLSL_MOUSE Plastin-2,2,0,522.167,368.348,541.589,391.037,422.348,539.548,448.019,484.827,358.367,467.031,0,0,0,0,0,0,0,0,0,0
sp|Q61312|AP2C_MOUSE,Tfap2c,AP2C_MOUSE Transcription factor AP-2 gamma,0,1,0,0,0,0,0,0,0,0,0,0,79.7742,66.6668,38.9725,151.295,73.3795,55.5448,66.7661,87.9173,75.9578,76.8865
sp|Q61335|BAP31_MOUSE,Bcap31,BAP31_MOUSE B-cell receptor-associated protein 31,2,0,483.608,713.101,718.382,299.865,638.445,556.875,623.094,645.475,605.36,790.28,0,0,0,0,0,0,0,0,0,0
sp|Q61510|TRI25_MOUSE,Trim25,TRI25_MOUSE E3 ubiquitin/ISG15 ligase TRIM25,1,0,213.769,230.476,288.475,100.856,248.726,243.005,220.779,294.951,148.713,180.524,0,0,0,0,0,0,0,0,0,0
sp|Q61584|FXR1_MOUSE,Fxr1,FXR1_MOUSE Fragile X mental retardation syndrome-related protein 1,7,0,1700.39,1028.75,994.827,2034.87,990.726,1430.16,1289.38,1334.99,868.544,829.919,0,0,0,0,0,0,0,0,0,0
sp|Q61656|DDX5_MOUSE,Ddx5,DDX5_MOUSE Probable ATP-dependent RNA helicase DDX5,4,1,1080.02,1229.39,1558.15,903.135,1379.13,1213.5,1207.8,1281.53,1082.94,926.19,64.3639,63.9521,78.3668,64.3385,82.6403,73.4517,77.9477,94.6294,65.9685,71.6949
sp|Q61753|SERA_MOUSE,Phgdh,SERA_MOUSE D-3-phosphoglycerate dehydrogenase,0,1,0,0,0,0,0,0,0,0,0,0,135.384,118.275,177.366,122.014,128.978,163.4,113.356,82.1917,55.5667,414.623
sp|Q61838|A2M_MOUSE,A2m,A2M_MOUSE Alpha-2-macroglobulin,0,1,0,0,0,0,0,0,0,0,0,0,47.7573,66.1993,46.0653,126.321,55.1166,67.3948,40.687,58.8269,42.2879,52.2963
sp|Q61879|MYH10_MOUSE,Myh10,MYH10_MOUSE Myosin-10,64,27,25386.8,6955.83,8065.78,49500.2,8373.88,12326.7,7710.67,11522.3,7927.38,5915.19,10743.7,8871.28,13269.3,6979.98,8045.04,9747.2,7595.38,10911.3,1232.98,1547.04
sp|Q61937|NPM_MOUSE,Npm1,NPM_MOUSE Nucleophosmin,1,1,346.526,479.133,604.148,273.001,456.509,281.223,320.212,406.571,461.941,354.831,260.452,202.88,181.488,245.971,332.334,185.132,192.126,230.204,163.528,203.876
sp|Q62159|RHOC_MOUSE,Rhoc,RHOC_MOUSE Rho-related GTP-binding protein RhoC,0,1,0,0,0,0,0,0,0,0,0,0,51.4315,376.013,220.708,493.843,525.427,639.359,410.063,666.376,490.993,992.248
sp|Q62167|DDX3X_MOUSE,Ddx3x,DDX3X_MOUSE ATP-dependent RNA helicase DDX3X,10,6,2650.32,2260.73,2957.69,2600.62,2321.37,2561.26,2360.21,2451.48,1538.69,1909.42,1079.16,1143.84,1215.01,1101.85,1149.49,1499.41,1414.01,1173.91,728.063,838.679
sp|Q62172|RBP1_MOUSE,Ralbp1,RBP1_MOUSE RalA-binding protein 1,2,0,331.638,298.327,372.536,289.989,357.167,364.229,292.846,418.577,266.448,267.778,0,0,0,0,0,0,0,0,0,0
sp|Q62186|SSRD_MOUSE,Ssr4,SSRD_MOUSE Translocon-associated protein subunit delta,1,0,149.324,153.344,189.37,41.6083,181.403,162.009,171.772,142.883,132.512,153.201,0,0,0,0,0,0,0,0,0,0
sp|Q62191|RO52_MOUSE,Trim21,RO52_MOUSE E3 ubiquitin-protein ligase TRIM21,5,4,1311.86,1119.04,1844.05,332.809,1850.21,2015.08,2828.17,2358.37,874.062,764.709,659.195,456.344,246.696,493.874,789.44,700.471,943.692,1069.73,495.755,817.808
sp|Q62261|SPTB2_MOUSE,Sptbn1,"SPTB2_MOUSE Spectrin beta chain, non-erythrocytic 1",16,11,6066.35,2950.37,3071.82,9209.87,3443.1,4341.81,2919.14,3767.87,4339.73,2933.86,1530.05,1751.6,1347.78,2225.27,1804.99,1638.66,1279.96,1527.3,1086.17,2306.13
sp|Q62452|UD19_MOUSE,Ugt1a9,UD19_MOUSE UDP-glucuronosyltransferase 1-9,3,2,841.205,545.349,790.417,382.46,733.449,863.227,521.398,674.758,858.221,730.921,366.986,277.547,290.365,224.133,243.683,320.736,234.217,353.207,145.152,196.072
sp|Q63836|SBP2_MOUSE,Selenbp2,SBP2_MOUSE Selenium-binding protein 2,5,2,1349.42,831.313,1822.62,1243.15,1978.93,813.172,1296.32,1326.19,1224.21,1228.63,157.466,137.554,137.854,336.324,115.643,114.612,128.097,198.365,120.181,406.434
sp|Q63880|EST3A_MOUSE,Ces3a,EST3A_MOUSE Carboxylesterase 3A,6,3,3148.09,2856.94,5993.02,1202.93,4767.98,2695.38,4351.05,3035.16,2964.24,3594.95,406.432,523.998,404.472,910.001,325.332,376.107,294.177,495.181,231.051,709.655
sp|Q63886|UD11_MOUSE,Ugt1a1,UD11_MOUSE UDP-glucuronosyltransferase 1-1,3,3,1837.61,1238.86,2076.27,822.641,1767.59,1732.6,1633.56,1433.02,1836.16,2563.89,743.111,1063.43,545.311,1264.88,780.442,923.792,935.222,1071.57,612.788,983.569
sp|Q64435|UD16_MOUSE,Ugt1a6,UD16_MOUSE UDP-glucuronosyltransferase 1-6,3,1,816.51,737.528,881.234,355.804,603.59,739.95,613.236,668.606,750.426,960.14,98.3083,113.758,92.4423,126.941,87.0301,108.221,89.1434,147.853,59.894,146.31
sp|Q64458|CP2CT_MOUSE,Cyp2c29,CP2CT_MOUSE Cytochrome P450 2C29,10,6,3585.09,3210.47,4550.59,1599.39,2708.89,2699.84,3000.55,2832.64,3656.45,4685.63,1704.71,1758.13,1013.85,2252.19,1642.33,1627.03,1886.02,2008.69,1577.19,2412.57
sp|Q64459|CP3AB_MOUSE,Cyp3a11,CP3AB_MOUSE Cytochrome P450 3A11,13,7,9318.99,6242.62,8739.41,4121.68,6451.25,9776.13,5469.04,5193.72,11697.2,13210.3,3378.54,3482.98,1814.9,4233.57,3356.02,3497.97,3005.1,3224.96,2040.24,4716
sp|Q64464|CP3AD_MOUSE,Cyp3a13,CP3AD_MOUSE Cytochrome P450 3A13,1,0,183.537,178.04,191.306,87.0345,167.05,169.081,175.865,213.529,157.322,185.914,0,0,0,0,0,0,0,0,0,0
sp|Q64518|AT2A3_MOUSE,Atp2a3,AT2A3_MOUSE Sarcoplasmic/endoplasmic reticulum calcium ATPase 3,0,2,0,0,0,0,0,0,0,0,0,0,311.525,161.978,161.297,284.674,498.717,269.282,387.794,570.735,326.702,1106.16
sp|Q64524|H2B2E_MOUSE,Hist2h2be,H2B2E_MOUSE Histone H2B type 2-E,1,1,953.886,285.563,493.344,161.021,228.688,312.284,263.281,307.084,326.53,310.522,30.4294,20.4783,16.4854,59.4601,28.0152,10.7317,315.999,90.1624,565.528,24.4299
sp|Q68FD5|CLH1_MOUSE,Cltc,CLH1_MOUSE Clathrin heavy chain 1,114,99,49436.6,8444.21,9927.86,120111,13559.6,25023.6,8358.91,13223.3,9057.82,8518.65,36051.8,31882.8,53314.3,21421.3,27373.6,39048.3,16044.1,11459.9,4454.72,4900.08
sp|Q68FF9|S5A1_MOUSE,Srd5a1,S5A1_MOUSE 3-oxo-5-alpha-steroid 4-dehydrogenase 1,0,1,0,0,0,0,0,0,0,0,0,0,141.709,113.106,93.084,167.299,159.031,151.656,131.416,238.274,88.7061,105.976
sp|Q6A0A9|F120A_MOUSE,FAM120A,F120A_MOUSE Constitutive coactivator of PPAR-gamma-like protein 1,1,0,106.505,132.951,80.0481,100.594,123.46,133.177,140.248,89.4929,64.6022,65.4686,0,0,0,0,0,0,0,0,0,0
sp|Q6IE21|OTU6A_MOUSE,Otud6a,OTU6A_MOUSE OTU domain-containing protein 6A,0,1,0,0,0,0,0,0,0,0,0,0,212.56,260.223,528.702,151.136,173.886,164.965,141.45,145.485,591.485,133.916
sp|Q6IRU2|TPM4_MOUSE,Tpm4,TPM4_MOUSE Tropomyosin alpha-4 chain,3,0,545.623,514.235,374.058,749.403,357.483,496.584,283.106,483.175,306.869,338.656,0,0,0,0,0,0,0,0,0,0
sp|Q6IRU5-2|CLCB_MOUSE,Cltb,CLCB_MOUSE Isoform 2 of Clathrin light chain B,13,5,3731.64,1538.97,1737.26,8753.94,3363.29,2880.45,1782.99,1980.25,2303.8,1568.39,1191.88,1716.61,2081.97,1324.91,979.878,2077.54,773.352,592.332,348.281,343.897
sp|Q6NSR8|PEPL1_MOUSE,Npepl1,PEPL1_MOUSE Probable aminopeptidase NPEPL1,0,1,0,0,0,0,0,0,0,0,0,0,34.1246,40.5797,42.5352,60.4091,98.9995,66.6449,64.6141,106.486,113.707,629.366
sp|Q6NZJ6|IF4G1_MOUSE,Eif4g1,IF4G1_MOUSE Eukaryotic translation initiation factor 4 gamma 1,1,1,135.53,118.629,221.809,111.802,129.533,151.32,101.992,126.011,226.15,153.908,73.2373,41.946,36.2571,48.7939,84.0742,73.8166,36.1806,58.5216,28.3367,41.2143
sp|Q6P542|ABCF1_MOUSE,Abcf1,ABCF1_MOUSE ATP-binding cassette sub-family F member 1,1,1,245.956,334.459,343.444,166.025,388.636,279.871,339.697,373.137,189.241,241.448,165.006,112.829,85.3569,179.02,187.896,157.326,402.533,203.443,233.657,219.633
sp|Q6PDN3|MYLK_MOUSE,Mylk,"MYLK_MOUSE Myosin light chain kinase, smooth muscle",1,0,173.84,102.966,156.285,242.647,103.006,148.994,133.734,156.105,153.4,140.312,0,0,0,0,0,0,0,0,0,0
sp|Q6URW6|MYH14_MOUSE,Myh14,MYH14_MOUSE Myosin-14,62,33,22579,5818.88,6064.53,39456.8,7073.5,11358,5451.49,8537.11,6376.5,5461.55,9403.9,8073.02,11248.2,6403.48,6374.64,9708.29,6178.26,6056.74,2346.53,1914.75
sp|Q6XVG2|CP254_MOUSE,Cyp2c54,CP254_MOUSE Cytochrome P450 2C54,4,0,970.873,733.327,1159.23,891.363,884.518,638.131,792.567,777.966,861.75,846.994,0,0,0,0,0,0,0,0,0,0
sp|Q6ZQ58|LARP1_MOUSE,Larp1,LARP1_MOUSE La-related protein 1,3,0,700.502,598.717,731.017,657.289,969.348,695.268,610.157,763.212,739.669,575.135,0,0,0,0,0,0,0,0,0,0
sp|Q6ZWN5|RS9_MOUSE,Rps9,RS9_MOUSE 40S ribosomal protein S9,12,9,7205.58,6757.35,9515.76,4634.79,8590.3,7429.15,8894.14,7695.38,3427.37,3117.95,1972.42,2013.8,1205.71,1903.54,2084.26,2405.97,2566.85,2727.8,938.425,3131.41
sp|Q6ZWU9|RS27_MOUSE,Rps27,RS27_MOUSE 40S ribosomal protein S27,3,1,871.861,765.567,948.085,768.786,1138.59,1049.4,1152.43,853.994,566.866,545.93,87.7317,89.9327,57.4904,88.6919,109.585,134.109,99.6967,98.9615,44.4051,88.075
sp|Q6ZWV3|RL10_MOUSE,Rpl10,RL10_MOUSE 60S ribosomal protein L10,7,4,5012.92,5299,6048.02,3475.7,5706.19,5092.23,6255.99,5433.29,2311.5,2513.14,477.274,762.669,429.341,667.292,1091.1,682.179,921.621,1011.77,703.528,1003.32
sp|Q6ZWV7|RL35_MOUSE,Rpl35,RL35_MOUSE 60S ribosomal protein L35,2,2,1177.12,1009.22,2400.17,700.632,2293.34,2064.02,2021.57,1972.29,578.561,443.551,580.136,488.801,249.212,531.573,641.246,609.271,461.91,690.518,201.841,402.353
sp|Q6ZWX6|IF2A_MOUSE,Eif2s1,IF2A_MOUSE Eukaryotic translation initiation factor 2 subunit 1,1,0,155.586,195.963,296.906,90.8298,173.521,300.621,196.28,237.942,460.62,202.324,0,0,0,0,0,0,0,0,0,0
sp|Q78PY7|SND1_MOUSE,Snd1,SND1_MOUSE Staphylococcal nuclease domain-containing protein 1,10,3,2501.72,2545.06,3513.18,1353.82,2858.11,2611.29,3384.7,2697.72,3317.44,3078.61,423.654,338.476,263.713,518.845,333.533,374.768,467.5,443.131,419.356,741.12
sp|Q7M6Y3|PICAL_MOUSE,Picalm,PICAL_MOUSE Phosphatidylinositol-binding clathrin assembly protein,11,5,3083.13,742.476,857.94,6879.51,1169.91,1867.39,857.782,1123.71,895.371,1066.64,948.302,1082.87,2146.8,847.566,840.17,1556.13,575.37,495.082,352.707,200.24
sp|Q7M6Y3-2|PICAL_MOUSE,Picalm,PICAL_MOUSE Isoform 2 of Phosphatidylinositol-binding clathrin assembly protein,1,0,789.608,6.90886,43.8862,1391.16,127.638,371.601,20.0315,113.237,21.9896,50.4628,0,0,0,0,0,0,0,0,0,0
sp|Q7TMK9|HNRPQ_MOUSE,Syncrip,HNRPQ_MOUSE Heterogeneous nuclear ribonucleoprotein Q,2,0,713.682,778.967,898.575,399.819,797.971,934.787,838.209,1006.83,610.862,1139.42,0,0,0,0,0,0,0,0,0,0
sp|Q7TNC4|LC7L2_MOUSE,Luc7l2,LC7L2_MOUSE Putative RNA-binding protein Luc7-like 2,1,0,346.186,395.026,628.233,259.002,516.549,487.787,413.541,444.147,292.893,272.499,0,0,0,0,0,0,0,0,0,0
sp|Q7TPH6|MYCB2_MOUSE,Mycbp2,MYCB2_MOUSE E3 ubiquitin-protein ligase MYCBP2,1,0,418.516,286.655,265.039,52.3575,411.222,393.274,351.735,459.801,422.958,410.408,0,0,0,0,0,0,0,0,0,0
sp|Q7TPR4|ACTN1_MOUSE,Actn1,ACTN1_MOUSE Alpha-actinin-1,2,0,423.145,1499.79,265.138,610.674,318.175,288.8,234.166,402.714,279.243,239.395,0,0,0,0,0,0,0,0,0,0
sp|Q7TQH0|ATX2L_MOUSE,Atxn2l,ATX2L_MOUSE Ataxin-2-like protein,2,0,696.677,338.682,337.64,773.013,466.207,568.2,392.414,539.22,364.86,289.642,0,0,0,0,0,0,0,0,0,0
sp|Q7TT50|MRCKB_MOUSE,Cdc42bpb,MRCKB_MOUSE Serine/threonine-protein kinase MRCK beta,3,0,649.005,693.862,1074.23,425.948,699.27,721.458,558.087,734.131,702.522,633.839,0,0,0,0,0,0,0,0,0,0
sp|Q80SU7|GVIN1_MOUSE,Gvin1,GVIN1_MOUSE Interferon-induced very large GTPase 1,1,3,136.63,106.052,114.189,23.5345,119.29,159.879,217.328,162.911,125.026,95.5506,382.841,214.221,141.3,289.566,329.27,231.023,500.025,896.635,398.755,257.552
sp|Q80TA9|EPG5_MOUSE,Epg5,EPG5_MOUSE Ectopic P granules protein 5 homolog,1,0,79.3314,104.769,334.708,17.352,131.589,75.0317,55.6059,233.796,6032.36,0,0,0,0,0,0,0,0,0,0,0
sp|Q80UG5|SEPT9_MOUSE,9-Sep,SEPT9_MOUSE Septin-9,1,0,214.102,101.358,175.047,260.794,88.7239,104.657,101.253,153.189,73.0358,72.7535,0,0,0,0,0,0,0,0,0,0
sp|Q80UM7|MOGS_MOUSE,Mogs,MOGS_MOUSE Mannosyl-oligosaccharide glucosidase,1,0,185.79,153.203,289.586,65.2056,208.74,194.976,207.305,202.842,148.084,249.939,0,0,0,0,0,0,0,0,0,0
sp|Q80VP1|EPN1_MOUSE,Epn1,EPN1_MOUSE Epsin-1,3,1,1155.67,963.474,1320.44,1645.66,1276.99,1563.9,1083.51,1219.86,716.756,596.993,36.4458,51.4071,120.077,44.0053,35.5235,72.6632,27.4198,0,11.4965,2.66909
sp|Q80WJ7|LYRIC_MOUSE,Mtdh,LYRIC_MOUSE Protein LYRIC,2,0,827.702,983.556,1175.61,543.554,1076.73,973.742,983.758,885.905,1196.5,707.264,0,0,0,0,0,0,0,0,0,0
sp|Q80X72|LRC15_MOUSE,Lrrc15,LRC15_MOUSE Leucine-rich repeat-containing protein 15,1,0,74.8501,69.4595,123.815,18.4346,116.186,88.9392,65.1079,193.532,1901.06,37.6321,0,0,0,0,0,0,0,0,0,0
sp|Q80X90|FLNB_MOUSE,Flnb,FLNB_MOUSE Filamin-B,20,12,4990.96,4022.92,3983.99,7435.17,3136.99,3686.52,2872.02,4015.88,3278.23,2888.19,1825.93,1425.04,1630.35,1491.49,1577.35,1593.71,1999.22,1363.58,1087.71,944.973
sp|Q8BFZ9|ERLN2_MOUSE,Erlin2,ERLN2_MOUSE Erlin-2,1,0,714.966,823.558,941.336,619.348,675.934,790.377,996.78,896.151,712.041,778.457,0,0,0,0,0,0,0,0,0,0
sp|Q8BGQ6|EFC14_MOUSE,Efcab14,EFC14_MOUSE EF-hand calcium-binding domain-containing protein 14,0,1,0,0,0,0,0,0,0,0,0,0,71.1734,59.9775,36.9073,78.5994,110.681,59.4726,86.6415,91.4966,89.1929,2185.88
sp|Q8BGS1|E41L5_MOUSE,Epb41l5,E41L5_MOUSE Band 4.1-like protein 5,4,3,1146.16,1216.02,1569.29,639.737,1191.69,1071.04,1027.83,878.477,924.644,970.153,361.862,466.087,303.199,563.873,442.227,388.561,390.908,493.031,136.565,283.602
sp|Q8BGS7|CEPT1_MOUSE,Cept1,CEPT1_MOUSE Choline/ethanolaminephosphotransferase 1,3,0,735.885,516.8,693.237,381.858,473.917,575.514,638.933,525.796,645.739,778.603,0,0,0,0,0,0,0,0,0,0
sp|Q8BHN3|GANAB_MOUSE,Ganab,GANAB_MOUSE Neutral alpha-glucosidase AB,1,0,175.512,244.021,256.901,60.5192,251.544,183.181,180.158,222.122,224.065,202.923,0,0,0,0,0,0,0,0,0,0
sp|Q8BI08|MAL2_MOUSE,Mal2,MAL2_MOUSE Protein MAL2,1,1,141.659,151.146,210.694,84.5961,222.574,178.906,160.653,200.842,152.727,125.93,43.6577,41.3438,97.0129,64.6257,44.21,59.5052,47.0365,64.8622,75.8054,98.7039
sp|Q8BI84|MIA3_MOUSE,Mia3,MIA3_MOUSE Melanoma inhibitory activity protein 3,1,1,309.717,180.63,164.525,279.505,226.212,253.409,265.633,241.917,240.885,279.096,140.637,127.658,80.9895,129.77,144.495,113.071,122.81,155.7,89.9244,152.027
sp|Q8BKI2|TNR6B_MOUSE,Tnrc6b,TNR6B_MOUSE Trinucleotide repeat-containing gene 6B protein,1,0,438.441,270.491,281.473,803.983,236.533,171.736,205.76,241.683,201.27,176.488,0,0,0,0,0,0,0,0,0,0
